Position;Photo;Name;Details;Academy;Points;Kimono;Category;Gender;Belt;Division
24;https://api.ibjjfdb.com/Athletes/48965/RankingPhoto;Cássia Paola Paixão;https://ibjjf.com/athletes/cassia-paixao;Ares BJJ Academy;36;ranking-geral-gi;adult;female;black;superheavy
24;https://api.ibjjfdb.com/Athletes/637220/RankingPhoto;Aline França Lopes Cassiano;https://ibjjf.com/athletes/aline-cassiano;BD Team Hunters BJJ;36;ranking-geral-gi;adult;female;black;superheavy
29;https://api.ibjjfdb.com/Athletes/86433/RankingPhoto;Danielle Monique Stein Martinez;https://ibjjf.com/athletes/danielle-martinez-64ddb92d6fed;Baret Submissions;27;ranking-geral-gi;adult;female;black;superheavy
29;https://api.ibjjfdb.com/Athletes/301760/RankingPhoto;Paula Nunes da Silva;https://ibjjf.com/athletes/paula-silva-c9e1691802e3;De La Riva JJ;27;ranking-geral-gi;adult;female;black;superheavy
29;https://api.ibjjfdb.com/Athletes/279802/RankingPhoto;Simone de Abreu Pinheiro;https://ibjjf.com/athletes/simone-pinheiro;CheckMat/Equipe 1;27;ranking-geral-gi;adult;female;black;superheavy
29;https://api.ibjjfdb.com/Athletes/66343/RankingPhoto;Lama Hatem S. Qubbaj;https://ibjjf.com/athletes/lama-qubbaj;Samy Al Jamal - FIT Jiu-Jitsu;27;ranking-geral-gi;adult;female;black;superheavy
29;https://api.ibjjfdb.com/Athletes/63876/RankingPhoto;Emilly Alves Silva;https://ibjjf.com/athletes/emilly-silva;Atos Jiu Jitsu USA;27;ranking-geral-gi;adult;female;black;superheavy
29;https://api.ibjjfdb.com/Athletes/293840/RankingPhoto;Julia Joyce Carvalho Saboia;https://ibjjf.com/athletes/julia-saboia;Gracie Barra Henrique Jorge;27;ranking-geral-gi;adult;female;black;superheavy
35;https://api.ibjjfdb.com/Athletes/283797/RankingPhoto;Victoria Borba Amaral;https://ibjjf.com/athletes/victoria-amaral;Gracie Barra Armação dos Búzios;26;ranking-geral-gi;adult;female;black;superheavy
36;https://api.ibjjfdb.com/Athletes/211499/RankingPhoto;Bruna da Silva Borges;https://ibjjf.com/athletes/bruna-borges;JFC Almeida JJ;24;ranking-geral-gi;adult;female;black;superheavy
37;https://api.ibjjfdb.com/Athletes/200402/RankingPhoto;Tamiris Fernanda da Silva;https://ibjjf.com/athletes/tamiris-silva;DreamArt;22;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/132856/RankingPhoto;Thamires Arruda Monteiro;https://ibjjf.com/athletes/thamires-monteiro;CheckMat USA;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/64942/RankingPhoto;Márcia Karina Figueiredo Ramos;https://ibjjf.com/athletes/marcia-ramos;Culture Of Jiu-Jitsu / GFTeam;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/201149/RankingPhoto;Jeane Rafaelly Sousa Pinto;https://ibjjf.com/athletes/jeane-pinto;CTUBT;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/162552/RankingPhoto;Giovanna Jara de Souza;https://ibjjf.com/athletes/giovanna-souza;DreamArt;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/127973/RankingPhoto;Maria Carolina Barón Vicentini;https://ibjjf.com/athletes/maria-vicentini;AOJ;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/73643/RankingPhoto;Amelia Beatrice Lui;https://ibjjf.com/athletes/amelia-lui;Royal Jiu-Jitsu;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/200813/RankingPhoto;Ludmila Paz Lima da Silva;https://ibjjf.com/athletes/ludmila-silva;CheckMat/Equipe 1;18;ranking-geral-gi;adult;female;black;superheavy
38;https://api.ibjjfdb.com/Athletes/76617/RankingPhoto;Magdalena Zofia Loska;https://ibjjf.com/athletes/magdalena-loska;Brasa International;18;ranking-geral-gi;adult;female;black;superheavy
46;https://api.ibjjfdb.com/Athletes/62103/RankingPhoto;Michelle Welti;https://ibjjf.com/athletes/michelle-welti;Dominion BJJ;15;ranking-geral-gi;adult;female;black;superheavy
46;https://api.ibjjfdb.com/Athletes/508354/RankingPhoto;Stefânya Januário Lucena;https://ibjjf.com/athletes/stefanya-lucena;Cascão Jiu Jitsu BR;15;ranking-geral-gi;adult;female;black;superheavy
46;https://api.ibjjfdb.com/Athletes/335158/RankingPhoto;Gonçala Paulino Moreira;https://ibjjf.com/athletes/goncala-moreira;Bruno Bastos Jiu-Jitsu;15;ranking-geral-gi;adult;female;black;superheavy
49;https://api.ibjjfdb.com/Athletes/18856/RankingPhoto;Talita Andrea Nogueira Rezende;https://ibjjf.com/athletes/talita-nogueira;Vilanova Brazilian Jiu-Jitsu;13;ranking-geral-gi;adult;female;black;superheavy
50;https://api.ibjjfdb.com/Athletes/163309/RankingPhoto;Gabriela de Faria Matos Barreto;https://ibjjf.com/athletes/gabriela-barreto;Infight Jiu-Jitsu;12;ranking-geral-gi;adult;female;black;superheavy
50;https://api.ibjjfdb.com/Athletes/63241/RankingPhoto;Bruna Valois da Silva;https://ibjjf.com/athletes/bruna-silva;Infight Jiu-Jitsu;12;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/27777/RankingPhoto;Melissa Stricker Cueto;https://ibjjf.com/athletes/melissa-cueto;Alliance Inland Empire;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/201553/RankingPhoto;Letícia Cardozo de Carvalho;https://ibjjf.com/athletes/leticia-carvalho-10e5b469732d;AOJ;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/41717/RankingPhoto;Jessica Ann Buchman;https://ibjjf.com/athletes/jessica-buchman;Tac Team BJJ - Midwest;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/258102/RankingPhoto;Raquel de Oliveira Santos;https://ibjjf.com/athletes/raquel-santos-bcd46c46d075;Cantagalo Jiu-Jitsu London;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/305461/RankingPhoto;Scarlett Anstiss-Liljefors;https://ibjjf.com/athletes/scarlett-anstiss-liljefors;Dynamix Fighting Sports;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/224937/RankingPhoto;Debora Alves Jacinto de Gerolineto;https://ibjjf.com/athletes/debora-gerolineto-b03dda2338b7;Park West BJJ;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/202938/RankingPhoto;Isabela Recio Y Alvarez Faúla;https://ibjjf.com/athletes/isabela-faula;GF Team Distrito Federal;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/63484/RankingPhoto;Maria Eduarda Pereira Monteiro;https://ibjjf.com/athletes/maria-monteiro;CheckMat TMTeam;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/212426/RankingPhoto;Kylie Jazlyn Lasater;https://ibjjf.com/athletes/kylie-villicano;TRUJITSU;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/391475/RankingPhoto;Paola Teodoro Rosa de Souza;https://ibjjf.com/athletes/paola-souza-12e45aa17294;RFA - Brazilian Grappling Team;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/665897/RankingPhoto;Danielle Assis Reis;https://ibjjf.com/athletes/danielle-reis;Team Carvalho QG;9;ranking-geral-gi;adult;female;black;superheavy
52;https://api.ibjjfdb.com/Athletes/126864/RankingPhoto;Maria Eduarda Soares Tavares;https://ibjjf.com/athletes/maria-tavares;Checkmat Ct Cangaço;9;ranking-geral-gi;adult;female;black;superheavy
64;https://api.ibjjfdb.com/Athletes/84749/RankingPhoto;Joaquina dos Santos Bonfim Neta;https://ibjjf.com/athletes/joaquina-neta;Gracie Barra Ipojuca-PE;8;ranking-geral-gi;adult;female;black;superheavy
65;https://api.ibjjfdb.com/Athletes/76280/RankingPhoto;Claire-France Thevenon;https://ibjjf.com/athletes/claire-france-thevenon;Panda Supa Crew;7;ranking-geral-gi;adult;female;black;superheavy
65;https://api.ibjjfdb.com/Athletes/181180/RankingPhoto;Amanda Magda de Oliveira;https://ibjjf.com/athletes/amanda-oliveira-3a6dae078590;Fratres Brazilian Jiu-Jitsu;7;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/136863/RankingPhoto;Sa'idah Zeinab Durkee;https://ibjjf.com/athletes/sa-idah-durkee;Team Lloyd Irvin;6;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/200827/RankingPhoto;Bruna de Nazaré Carolina V. Braga;https://ibjjf.com/athletes/bruna-braga;Gracie Barra Curitiba;6;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/245473/RankingPhoto;Clívia Magda de A. Ferreira;https://ibjjf.com/athletes/clivia-ferreira;The Brothers BJJ Brasil;6;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/13565/RankingPhoto;Barbara Gomes dos Santos;https://ibjjf.com/athletes/barbara-santos;Universidade Católica de Brasília;6;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/438127/RankingPhoto;Yennifer Anne D. Donoso Vera;https://ibjjf.com/athletes/yennifer-vera;Ares BJJ Chile;6;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/245217/RankingPhoto;Allison F. Lindner;https://ibjjf.com/athletes/allison-lindner;Ohio Combat Sports Academy;6;ranking-geral-gi;adult;female;black;superheavy
67;https://api.ibjjfdb.com/Athletes/210649/RankingPhoto;Katharine Marques Willmer;https://ibjjf.com/athletes/katharine-willmer;Rilion Gracie Pernambuco;6;ranking-geral-gi;adult;female;black;superheavy
74;https://api.ibjjfdb.com/Athletes/70316/RankingPhoto;Jennifer A. Case;https://ibjjf.com/athletes/jennifer-case;Renato Tavares Association;3;ranking-geral-gi;adult;female;black;superheavy
74;https://api.ibjjfdb.com/Athletes/220569/RankingPhoto;Kimberly Ann Bowser;https://ibjjf.com/athletes/kimberly-bowser;EDJ School of Jiu-Jitsu;3;ranking-geral-gi;adult;female;black;superheavy
74;https://api.ibjjfdb.com/Athletes/231072/RankingPhoto;Fernanda Virginia Silva Soares;https://ibjjf.com/athletes/fernanda-soares;Gracie Barra Brasília - Asa Sul - DF;3;ranking-geral-gi;adult;female;black;superheavy
74;https://api.ibjjfdb.com/Athletes/30959/RankingPhoto;Thaís Gomes Teixeira;https://ibjjf.com/athletes/thais-teixeira;A-Force Brazilian Jiu-Jitsu;3;ranking-geral-gi;adult;female;black;superheavy
74;https://api.ibjjfdb.com/Athletes/30565/RankingPhoto;Lunna Tallen Vieira da Silva;https://ibjjf.com/athletes/lunna-silva;Alliance USA;3;ranking-geral-gi;adult;female;black;superheavy
74;https://api.ibjjfdb.com/Athletes/498975/RankingPhoto;Jessilaine Sulenne Oliveira Santos;https://ibjjf.com/athletes/jessilaine-santos;Nova União Pernambuco;3;ranking-geral-gi;adult;female;black;superheavy
80;https://api.ibjjfdb.com/Athletes/46759/RankingPhoto;Brenda Heller Pessoa Freitas Barbosa;https://ibjjf.com/athletes/brenda-barbosa;Marcio Andre Jiu-Jitsu;2;ranking-geral-gi;adult;female;black;superheavy
80;https://api.ibjjfdb.com/Athletes/144821/RankingPhoto;Roberta Pessoa Vieira Ribeiro;https://ibjjf.com/athletes/roberta-ribeiro-e7d5c22fef87;Double Five Tijuca;2;ranking-geral-gi;adult;female;black;superheavy
80;https://api.ibjjfdb.com/Athletes/122060/RankingPhoto;Caitlin Huggins;https://ibjjf.com/athletes/caitlin-huggins;Pedigo Submission Fighting;2;ranking-geral-gi;adult;female;black;superheavy
83;https://api.ibjjfdb.com/Athletes/218208/RankingPhoto;Rachel Anne Robinson;https://ibjjf.com/athletes/rachel-robinson;One Jiu-Jitsu USA;1;ranking-geral-gi;adult;female;black;superheavy
1;https://api.ibjjfdb.com/Athletes/62925/RankingPhoto;Gabrieli Pessanha de Souza Marinho;https://ibjjf.com/athletes/gabrieli-marinho;Infight Jiu-Jitsu;1404.0;ranking-geral-gi;adult;female;black;openclass
2;https://api.ibjjfdb.com/Athletes/140386/RankingPhoto;Larissa Dias de Almeida;https://ibjjf.com/athletes/larissa-almeida;Elementum Jiu-Jitsu;450.0;ranking-geral-gi;adult;female;black;openclass
3;https://api.ibjjfdb.com/Athletes/27777/RankingPhoto;Melissa Stricker Cueto;https://ibjjf.com/athletes/melissa-cueto;Alliance Inland Empire;303.0;ranking-geral-gi;adult;female;black;openclass
4;https://api.ibjjfdb.com/Athletes/181180/RankingPhoto;Amanda Magda de Oliveira;https://ibjjf.com/athletes/amanda-oliveira-3a6dae078590;Fratres Brazilian Jiu-Jitsu;285.0;ranking-geral-gi;adult;female;black;openclass
5;https://api.ibjjfdb.com/Athletes/155904/RankingPhoto;Yara Soares do Nascimento;https://ibjjf.com/athletes/yara-nascimento;Fratres Brazilian Jiu-Jitsu;226.5;ranking-geral-gi;adult;female;black;openclass
6;https://api.ibjjfdb.com/Athletes/326865/RankingPhoto;Sarah C. Firme Galvao;https://ibjjf.com/athletes/sarah-galvao;Atos Jiu Jitsu USA;189.0;ranking-geral-gi;adult;female;black;openclass
7;https://api.ibjjfdb.com/Athletes/235067/RankingPhoto;Marina Carraro Penedo;https://ibjjf.com/athletes/marina-penedo;JFC Almeida JJ;171.0;ranking-geral-gi;adult;female;black;openclass
8;https://api.ibjjfdb.com/Athletes/133546/RankingPhoto;Kamilla Kelly de Souza;https://ibjjf.com/athletes/kamilla-souza;Fratres Brazilian Jiu-Jitsu;160.5;ranking-geral-gi;adult;female;black;openclass
9;https://api.ibjjfdb.com/Athletes/133811/RankingPhoto;Karoline Silva Caramori;https://ibjjf.com/athletes/karoline-caramori;Gracie Barra Alabama;144.0;ranking-geral-gi;adult;female;black;openclass
10;https://api.ibjjfdb.com/Athletes/83299/RankingPhoto;Tayane Porfírio de Araújo;https://ibjjf.com/athletes/tayane-araujo;Alliance International;135.0;ranking-geral-gi;adult;female;black;openclass
10;https://api.ibjjfdb.com/Athletes/179230/RankingPhoto;Adele Marie Fornarino;https://ibjjf.com/athletes/adele-fornarino;Atos JJ International;135.0;ranking-geral-gi;adult;female;black;openclass
10;https://api.ibjjfdb.com/Athletes/405690/RankingPhoto;Letícia Teixeira dos Santos;https://ibjjf.com/athletes/leticia-santos-ba2c5e0b5918;Atos Jiu-Jitsu;135.0;ranking-geral-gi;adult;female;black;openclass
13;https://api.ibjjfdb.com/Athletes/241622/RankingPhoto;Gislayne de Oliveira Ramos;https://ibjjf.com/athletes/gislayne-ramos;Team Forsa;106.5;ranking-geral-gi;adult;female;black;openclass
14;https://api.ibjjfdb.com/Athletes/162156/RankingPhoto;Maria Luiza Nunes Pinto;https://ibjjf.com/athletes/maria-pinto;JFC Almeida JJ;100.5;ranking-geral-gi;adult;female;black;openclass
15;https://api.ibjjfdb.com/Athletes/201553/RankingPhoto;Letícia Cardozo de Carvalho;https://ibjjf.com/athletes/leticia-carvalho-10e5b469732d;AOJ;99.0;ranking-geral-gi;adult;female;black;openclass
16;https://api.ibjjfdb.com/Athletes/171493/RankingPhoto;Yasmyn Castro;https://ibjjf.com/athletes/yasmyn-castro;Marcio Andre Jiu-Jitsu;94.5;ranking-geral-gi;adult;female;black;openclass
17;https://api.ibjjfdb.com/Athletes/270028/RankingPhoto;Vitória Damiana Silva de Assis;https://ibjjf.com/athletes/vitoria-assis;Double Five Highland Village;93.0;ranking-geral-gi;adult;female;black;openclass
18;https://api.ibjjfdb.com/Athletes/62774/RankingPhoto;Natália Zumba de Souza;https://ibjjf.com/athletes/natalia-souza;JFC Almeida JJ;88.5;ranking-geral-gi;adult;female;black;openclass
19;https://api.ibjjfdb.com/Athletes/141736/RankingPhoto;Mayara Moreira Ribeiro;https://ibjjf.com/athletes/mayara-ribeiro-7df8611d24bd;Pragma Jiu-Jitsu;85.5;ranking-geral-gi;adult;female;black;openclass
19;https://api.ibjjfdb.com/Athletes/118412/RankingPhoto;Izadora Cristina Silva;https://ibjjf.com/athletes/izadora-silva;DreamArt;85.5;ranking-geral-gi;adult;female;black;openclass
21;https://api.ibjjfdb.com/Athletes/457156/RankingPhoto;Rain Pfaff;https://ibjjf.com/athletes/rain-pfaff;Armstrong Academy of Martial Arts;81.0;ranking-geral-gi;adult;female;black;openclass
21;https://api.ibjjfdb.com/Athletes/503983/RankingPhoto;Mariana Aparecida Lira Machado;https://ibjjf.com/athletes/mariana-machado;Alliance SP;81.0;ranking-geral-gi;adult;female;black;openclass
23;https://api.ibjjfdb.com/Athletes/286459/RankingPhoto;Maria Cláudia Almeida Silva;https://ibjjf.com/athletes/maria-silva-d585751c01c3;Infight Jiu-Jitsu;76.5;ranking-geral-gi;adult;female;black;openclass
23;https://api.ibjjfdb.com/Athletes/331204/RankingPhoto;Bridgett G Brumbaugh;https://ibjjf.com/athletes/bridgett-brumbaugh;Guigo JJ Texas;76.5;ranking-geral-gi;adult;female;black;openclass
23;https://api.ibjjfdb.com/Athletes/282104/RankingPhoto;Júlia Maciel de Carvalho;https://ibjjf.com/athletes/julia-carvalho-4bcc28e3ecf1;Gracie Barra Petrópolis;76.5;ranking-geral-gi;adult;female;black;openclass
26;https://api.ibjjfdb.com/Athletes/196706/RankingPhoto;Janaina Maia de Menezes;https://ibjjf.com/athletes/janaina-menezes;AOJ;67.5;ranking-geral-gi;adult;female;black;openclass
26;https://api.ibjjfdb.com/Athletes/289224/RankingPhoto;Ingridd Alves de Sousa;https://ibjjf.com/athletes/ingridd-sousa;DreamArt;67.5;ranking-geral-gi;adult;female;black;openclass
26;https://api.ibjjfdb.com/Athletes/303723/RankingPhoto;Beatriz Martins de Mendonça;https://ibjjf.com/athletes/beatriz-mendonca;B.F.T Jiu-Jitsu;67.5;ranking-geral-gi;adult;female;black;openclass
26;https://api.ibjjfdb.com/Athletes/45964/RankingPhoto;Giovanna Xavier Carneiro;https://ibjjf.com/athletes/giovanna-carneiro;GFTeam Redentor;67.5;ranking-geral-gi;adult;female;black;openclass
26;https://api.ibjjfdb.com/Athletes/251480/RankingPhoto;Olivia Evelyn Schauer;https://ibjjf.com/athletes/olivia-schauer;Tony Passos Jiu-Jitsu;67.5;ranking-geral-gi;adult;female;black;openclass
26;https://api.ibjjfdb.com/Athletes/203284/RankingPhoto;Brianna Ste-Marie;https://ibjjf.com/athletes/brianna-ste-marie;Mizu Studio;67.5;ranking-geral-gi;adult;female;black;openclass
32;https://api.ibjjfdb.com/Athletes/136604/RankingPhoto;Maria Victoria Barboza de Santiago;https://ibjjf.com/athletes/maria-santiago;Bruno Bastos Jiu-Jitsu;66.0;ranking-geral-gi;adult;female;black;openclass
32;https://api.ibjjfdb.com/Athletes/388637/RankingPhoto;Nicole Secundino R. de Oliveira;https://ibjjf.com/athletes/nicole-oliveira-568eb81c729e;A-Force Brazilian Jiu-Jitsu;66.0;ranking-geral-gi;adult;female;black;openclass
34;https://api.ibjjfdb.com/Athletes/135356/RankingPhoto;Alexia Souza Arantes;https://ibjjf.com/athletes/alexia-arantes;Vision;64.5;ranking-geral-gi;adult;female;black;openclass
35;https://api.ibjjfdb.com/Athletes/206092/RankingPhoto;Astrid Agneta C. Scholin;https://ibjjf.com/athletes/astrid-scholin;Checkmat Stark;61.5;ranking-geral-gi;adult;female;black;openclass
36;https://api.ibjjfdb.com/Athletes/64587/RankingPhoto;Vannessa Nancy Griffin;https://ibjjf.com/athletes/vannessa-griffin;Crazy 88;60.0;ranking-geral-gi;adult;female;black;openclass
36;https://api.ibjjfdb.com/Athletes/39064/RankingPhoto;Maria Malgorzata Malyjasiak;https://ibjjf.com/athletes/maria-malyjasiak;Abmar Barbosa Association;60.0;ranking-geral-gi;adult;female;black;openclass
38;https://api.ibjjfdb.com/Athletes/142413/RankingPhoto;Kathleen Egan;https://ibjjf.com/athletes/kathleen-egan;PNW Vanguard Brazilian Jiu-Jitsu;58.5;ranking-geral-gi;adult;female;black;openclass
39;https://api.ibjjfdb.com/Athletes/88106/RankingPhoto;Erika Fernanda Jesus Machado;https://ibjjf.com/athletes/erika-machado;Inevat Brazilian Jiu-Jitsu;57.0;ranking-geral-gi;adult;female;black;openclass
39;https://api.ibjjfdb.com/Athletes/326165/RankingPhoto;Isabely Generoso da Silva Lemos;https://ibjjf.com/athletes/isabely-lemos;GF Team;57.0;ranking-geral-gi;adult;female;black;openclass
39;https://api.ibjjfdb.com/Athletes/219122/RankingPhoto;Vitória Ariadne Cabral Nunes;https://ibjjf.com/athletes/vitoria-nunes-508e90038ff4;Castro Team;57.0;ranking-geral-gi;adult;female;black;openclass
39;https://api.ibjjfdb.com/Athletes/338789/RankingPhoto;Beatrice Z Jin;https://ibjjf.com/athletes/beatrice-jin;Kogaion Academy;57.0;ranking-geral-gi;adult;female;black;openclass
39;https://api.ibjjfdb.com/Athletes/119464/RankingPhoto;Grace Kelly Ferla;https://ibjjf.com/athletes/grace-ferla;Brazilian Power Team;57.0;ranking-geral-gi;adult;female;black;openclass
44;https://api.ibjjfdb.com/Athletes/112607/RankingPhoto;Mayara Monteiro Custódio;https://ibjjf.com/athletes/mayara-custodio;CheckMat/Equipe 1;54.0;ranking-geral-gi;adult;female;black;openclass
44;https://api.ibjjfdb.com/Athletes/178150/RankingPhoto;Welma Moreira dos Santos;https://ibjjf.com/athletes/welma-santos;Skull JJ Team;54.0;ranking-geral-gi;adult;female;black;openclass
44;https://api.ibjjfdb.com/Athletes/212075/RankingPhoto;Thaynara Victoria Soares da Silva;https://ibjjf.com/athletes/thaynara-silva;Caio Terra Association;54.0;ranking-geral-gi;adult;female;black;openclass
